p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.98038754234481e-34	0.009664840364078	1	1	1.11235208287613e-31	B	Non-small cell lung cancer
6.17138790493931e-34	0.0128365532669033	1	1	1.14787815031871e-31	B	NOD-like receptor signaling pathway
1.98857183289759e-32	0.00912781372688776	1	1	3.69874360918951e-30	B	Type II diabetes mellitus
8.95786087436058e-31	0.00949272696820591	1	1	1.66616212263107e-28	B	Renal cell carcinoma
9.33193081948558e-31	0.0102491098852611	1	1	1.73573913242432e-28	B	Ubiquitin mediated proteolysis
2.29294380835331e-30	0.00835530163366638	1	1	4.26487548353716e-28	B	Glioma
2.31852092699772e-30	0.00818451391006914	1	1	4.31244892421576e-28	B	Oocyte meiosis
4.29149853191238e-27	0.00881124439932135	1	1	7.98218726935703e-25	B	Insulin signaling pathway
3.84396822449014e-26	0.014458493649842	1	1	7.14978089755165e-24	B	Spliceosome
1.29524242932546e-25	0.00599254259460169	1	1	2.40915091854535e-23	B	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
3.09121411145638e-25	0.00638671434072857	1	1	5.74965824730887e-23	B	Chemokine signaling pathway
9.60891682356785e-25	0.0124866511893456	1	1	1.78725852918362e-22	B	Hematopoietic cell lineage
4.54726019286387e-24	0.0139834153795944	1	1	8.4579039587268e-22	B	Adherens junction
9.02365283464224e-23	0.00824186721024978	1	1	1.67839942724346e-20	B	Adipocytokine signaling pathway
8.48595692580303e-22	0.00665521825708049	1	1	1.57838798819936e-19	B	Long-term depression
5.23261088498228e-21	0.00809129219472515	1	1	9.73265624606705e-19	B	Endometrial cancer
1.35231602232955e-20	0.00833339264929989	1	1	2.51530780153296e-18	B	Glycosaminoglycan biosynthesis - keratan sulfate
9.29483841080676e-19	0.00396473099966665	1	1	1.72883994441006e-16	B	Melanogenesis
2.57814947845296e-17	0.00940428998799403	1	1	4.79535802992251e-15	B	Vibrio cholerae infection
3.69551888682708e-17	0.00759160692384042	1	1	6.87366512949837e-15	B	Antigen processing and presentation
3.0982693276467e-16	0.0110129583323901	1	1	5.76278094942287e-14	B	Pathogenic Escherichia coli infection
4.6475882078342e-16	0.00799756379301764	1	1	8.64451406657162e-14	B	Gap junction
5.92734578561822e-16	0.00563602830946386	1	1	1.10248631612499e-13	B	p53 signaling pathway
7.22133743286517e-15	0.0046547097260432	1	1	1.34316876251292e-12	B	Purine metabolism
9.33355079740333e-14	0.010923032602836	1	1	1.73604044831702e-11	B	Viral myocarditis
7.35816230211824e-12	0.00510409141811063	1	1	1.36861818819399e-09	B	Tight junction
2.71529996552319e-11	0.00614280754238461	1	1	5.05045793587314e-09	B	Glycosaminoglycan biosynthesis - chondroitin sulfate
2.84411121150456e-11	0.00165653289256706	1	1	5.29004685339848e-09	B	Taste transduction
2.98138672131879e-11	0.00752305828686883	1	1	5.54537930165295e-09	B	Cell adhesion molecules (CAMs)
4.5723989377822e-11	0.00649864133990641	1	1	8.5046620242749e-09	B	Notch signaling pathway
2.15100077077229e-10	0.00469886646112405	1	1	4.00086143363646e-08	B	Aldosterone-regulated sodium reabsorption
1.75187537104709e-09	0.00972094458486839	1	1	3.25848819014759e-07	B	Non-homologous end-joining
2.07085648278468e-08	0.00445215691725176	1	1	3.85179305797951e-06	B	Inositol phosphate metabolism
3.24888899961738e-08	0.00792362835182536	1	1	6.04293353928832e-06	B	Sphingolipid metabolism
9.96189237965832e-08	0.00696310441433345	1	1	1.85291198261645e-05	B	Cytosolic DNA-sensing pathway
2.54032727238085e-07	0.00426962040906709	1	1	4.72500872662838e-05	B	O-Glycan biosynthesis
4.11218340794523e-07	0.00553660230279363	1	1	7.64866113877812e-05	B	Graft-versus-host disease
8.2162181478329e-07	0.00777634267153826	1	1	0.000152821657549692	B	Autoimmune thyroid disease
1.70347578418908e-06	0.00183508397748366	1	1	0.000316846495859169	B	Melanoma
3.85972927130727e-06	0.00759053744099591	1	1	0.000717909644463152	B	Allograft rejection
6.23950566278415e-06	0.00208512467457278	1	1	0.00116054805327785	B	Hedgehog signaling pathway
1.08619891278257e-05	0.0069236737884093	1	1	0.00202032997777558	B	Type I diabetes mellitus
1.77014265931268e-05	0.00613681251546239	1	1	0.00329246534632159	B	RNA degradation
5.89950590566506e-05	0.00570354354530256	1	1	0.010973080984537	B	Leishmania infection
6.71062571788208e-05	0.00473853115739131	1	1	0.0124817638352607	B	ABC transporters
0.000144990604018864	0.00225821517931113	1	1	0.0269682523475088	B	Cytokine-cytokine receptor interaction
0.000331230512052817	0.00744472818889896	1	1	0.061608875241824	B	Pentose phosphate pathway
0.00063025660289985	0.00525320200203705	1	1	0.117227728139372	B	RNA polymerase
0.00133306936431202	0.00254010705972374	1	1	0.247950901762036	B	Toll-like receptor signaling pathway
0.00186809540357939	0.0040462272387114	1	1	0.347465745065767	B	Amyotrophic lateral sclerosis (ALS)
0.00202746675790331	0.0042007166478899	1	1	0.377108816970015	B	SNARE interactions in vesicular transport
0.00236897646531728	0.00253455238384181	1	1	0.440629622549014	B	Nucleotide excision repair
0.00462831035964232	0.00160177274542606	1	1	0.860865726893471	B	Base excision repair
0.00558820562628858	0.00207960609896718	1	1	1	B	N-Glycan biosynthesis
0.00798984980000282	0.00398094132538418	1	1	1	B	Intestinal immune network for IgA production
8.87477993369717e-130	0.0338638743261721	1	1	1.65070906766767e-127	T	Primary immunodeficiency
2.41196546703969e-100	0.0139637480313157	1	1	4.48625576869382e-98	T	Cytokine-cytokine receptor interaction
8.42768563663936e-94	0.0167263938467459	1	1	1.56754952841492e-91	T	T cell receptor signaling pathway
6.36617097012853e-82	0.0283023050204012	1	1	1.18410780044391e-79	T	Cytosolic DNA-sensing pathway
9.82044236937093e-61	0.0123061651128007	1	1	1.82660228070299e-58	T	Natural killer cell mediated cytotoxicity
9.096344280167e-50	0.00740090720146336	1	1	1.69192003611106e-47	T	Basal cell carcinoma
6.03562318609435e-49	0.00411905144909752	1	1	1.12262591261355e-46	T	Neuroactive ligand-receptor interaction
2.5639718444622e-45	0.012427490791314	1	1	4.7689876306997e-43	T	NOD-like receptor signaling pathway
2.42791972811746e-41	0.00930989207676802	1	1	4.51593069429847e-39	T	Chemokine signaling pathway
1.62467981596212e-40	0.00976590290928381	1	1	3.02190445768953e-38	T	Toll-like receptor signaling pathway
2.00791723303734e-37	0.0158639677160577	1	1	3.73472605344945e-35	T	Graft-versus-host disease
8.15191273857279e-37	0.0163249712111166	1	1	1.51625576937454e-34	T	Hematopoietic cell lineage
3.00990378319483e-34	0.0174729430481619	1	1	5.59842103674239e-32	T	Type I diabetes mellitus
2.50654253856979e-33	0.0178187388729234	1	1	4.66216912173981e-31	T	Allograft rejection
1.95456148907415e-29	0.00538021857004556	1	1	3.63548436967791e-27	T	Hedgehog signaling pathway
1.03555851240187e-27	0.0146351977788584	1	1	1.92613883306748e-25	T	Autoimmune thyroid disease
1.12997780110364e-25	0.00729968000633807	1	1	2.10175871005277e-23	T	RIG-I-like receptor signaling pathway
1.80959885478083e-25	0.00619926015472827	1	1	3.36585386989234e-23	T	Aminoacyl-tRNA biosynthesis
2.73950455565111e-25	0.00497547311904234	1	1	5.09547847351106e-23	T	Glycosphingolipid biosynthesis - lacto and neolacto series
3.73823957302236e-25	0.00847693501764968	1	1	6.95312560582158e-23	T	Glycosaminoglycan biosynthesis - keratan sulfate
5.54102562297978e-25	0.00835468447512855	1	1	1.03063076587424e-22	T	Type II diabetes mellitus
5.97981966679714e-24	0.0114058150820235	1	1	1.11224645802427e-21	T	Viral myocarditis
2.65708540307868e-23	0.00952322772150915	1	1	4.94217884972635e-21	T	Cell adhesion molecules (CAMs)
1.08118930152676e-20	0.00562133971410805	1	1	2.01101210083977e-18	T	Fc epsilon RI signaling pathway
4.53738063825869e-18	0.00579713946296678	1	1	8.43952798716117e-16	T	Glycosaminoglycan biosynthesis - chondroitin sulfate
2.27763833974193e-15	0.00410901169784927	1	1	4.23640731191999e-13	T	Leishmania infection
4.59147070262657e-14	0.00727386407330721	1	1	8.54013550688542e-12	T	ABC transporters
1.62327017765102e-13	0.0069353744118219	1	1	3.01928253043089e-11	T	Asthma
1.58213170496372e-12	0.0053642566284402	1	1	2.94276497123252e-10	T	Intestinal immune network for IgA production
1.44394571637258e-11	0.00280922166830844	1	1	2.68573903245299e-09	T	Jak-STAT signaling pathway
6.5632169227582e-11	0.00583682821698417	1	1	1.22075834763302e-08	T	Antigen processing and presentation
1.46689051681687e-10	0.00262107168591319	1	1	2.72841636127939e-08	T	Apoptosis
7.73243058006182e-09	0.00252867859706396	1	1	1.4382320878915e-06	T	Glycosaminoglycan biosynthesis - heparan sulfate
3.07859723419507e-07	0.00245441814066916	1	1	5.72619085560282e-05	T	Phosphatidylinositol signaling system
3.41227385290799e-06	0.00171057201112523	1	1	0.000634682936640887	T	O-Glycan biosynthesis
7.81560145791876e-05	0.000641771771555333	1	1	0.0145370187117289	T	Taste transduction
0.000681022679975811	0.00132543052584655	1	1	0.126670218475501	T	Dilated cardiomyopathy
0.00121832335673944	0.00163884188408758	1	1	0.226608144353536	T	Hypertrophic cardiomyopathy (HCM)
3.10815949671201e-135	0.0183953646313499	1	1	5.78117666388434e-133	M	Cytokine-cytokine receptor interaction
1.24300779926182e-132	0.026943688907189	1	1	2.31199450662698e-130	M	Toll-like receptor signaling pathway
5.44040864449793e-123	0.0531908181678511	1	1	1.01191600787661e-120	M	Leishmania infection
9.65429666650943e-116	0.0612326756066464	1	1	1.79569917997075e-113	M	Asthma
9.16978039806548e-111	0.0543884262605157	1	1	1.70557915404018e-108	M	Intestinal immune network for IgA production
6.51392376542675e-108	0.0225299835942534	1	1	1.21158982036938e-105	M	Chemokine signaling pathway
8.76654022999121e-102	0.0370843541421004	1	1	1.63057648277837e-99	M	Type I diabetes mellitus
3.95186565486634e-99	0.0396665044867635	1	1	7.35047011805139e-97	M	Allograft rejection
7.81546351323231e-96	0.0380264566613211	1	1	1.45367621346121e-93	M	Autoimmune thyroid disease
1.07742473085065e-90	0.0234235255637494	1	1	2.00400999938221e-88	M	Graft-versus-host disease
1.32166974319251e-90	0.0260420865438173	1	1	2.45830572233807e-88	M	Cell adhesion molecules (CAMs)
3.42245953464451e-85	0.0342510350738454	1	1	6.36577473443878e-83	M	Viral myocarditis
8.85134266202017e-84	0.0224059222144803	1	1	1.64634973513575e-81	M	Hematopoietic cell lineage
5.93409588081093e-82	0.0389268113052224	1	1	1.10374183383083e-79	M	Systemic lupus erythematosus
1.15366804215822e-62	0.0195553566705005	1	1	2.14582255841428e-60	M	NOD-like receptor signaling pathway
2.82646592921043e-62	0.0262157798276039	1	1	5.2572266283314e-60	M	Cytosolic DNA-sensing pathway
3.70474525831401e-60	0.0125318185588479	1	1	6.89082618046406e-58	M	Fc gamma R-mediated phagocytosis
8.01632045111352e-53	0.0147899892483557	1	1	1.49103560390712e-50	M	Antigen processing and presentation
1.17228534057433e-48	0.016470409903125	1	1	2.18045073346826e-46	M	B cell receptor signaling pathway
5.61443648435384e-38	0.00952154775124203	1	1	1.04428518608981e-35	M	Fc epsilon RI signaling pathway
1.01147196224442e-37	0.00658997680954188	1	1	1.88133784977462e-35	M	Jak-STAT signaling pathway
1.94259282699496e-37	0.0100214503862521	1	1	3.61322265821062e-35	M	Epithelial cell signaling in Helicobacter pylori infection
5.18303326643226e-37	0.00267578721224393	1	1	9.640441875564e-35	M	Neuroactive ligand-receptor interaction
6.75684999407969e-36	0.00387198765081798	1	1	1.25677409889882e-33	M	Natural killer cell mediated cytotoxicity
4.93809488921083e-34	0.0157685243674774	1	1	9.18485649393215e-32	M	Bladder cancer
1.7771436543883e-33	0.00707714813611782	1	1	3.30548719716223e-31	M	MAPK signaling pathway
5.38964375335855e-31	0.00861925040900058	1	1	1.00247373812469e-28	M	Apoptosis
9.57371162555461e-31	0.00539125211239666	1	1	1.78071036235316e-28	M	Pathways in cancer
9.59547288464208e-30	0.010374997976468	1	1	1.78475795654343e-27	M	Leukocyte transendothelial migration
3.91573955223066e-28	0.00610073846199177	1	1	7.28327556714903e-26	M	Melanogenesis
4.45308988589467e-26	0.00778776135300063	1	1	8.28274718776408e-24	M	RIG-I-like receptor signaling pathway
4.82486031486358e-25	0.00767879545077665	1	1	8.97424018564627e-23	M	Type II diabetes mellitus
1.25194205480921e-24	0.014366232588261	1	1	2.32861222194514e-22	M	Renal cell carcinoma
7.27775413399343e-24	0.00742020004722099	1	1	1.35366226892278e-21	M	GnRH signaling pathway
4.0329933271837e-23	0.0094410287516562	1	1	7.50136758856168e-21	M	Neurotrophin signaling pathway
2.85881964477975e-20	0.00719581473927122	1	1	5.31740453929033e-18	M	Glycosaminoglycan biosynthesis - chondroitin sulfate
1.30626899556881e-19	0.00310798325216655	1	1	2.42966033175798e-17	M	Calcium signaling pathway
2.2256273126454e-19	0.0134851234632889	1	1	4.13966680152045e-17	M	Riboflavin metabolism
2.61552226581586e-19	0.00598901922063	1	1	4.86487141441751e-17	M	Ether lipid metabolism
2.95619065116265e-18	0.00265514920237153	1	1	5.49851461116253e-16	M	Taste transduction
4.95023291808576e-18	0.00421475355926271	1	1	9.20743322763952e-16	M	Valine, leucine and isoleucine biosynthesis
5.02157427373617e-18	0.00370366030558511	1	1	9.34012814914927e-16	M	Notch signaling pathway
6.90914643680964e-18	0.0112607448765909	1	1	1.28510123724659e-15	M	Glycosphingolipid biosynthesis - globo series
1.0117025375291e-17	0.000730100860797056	1	1	1.88176671980413e-15	M	Olfactory transduction
2.99911849475287e-15	0.00548457474399844	1	1	5.57836040024034e-13	M	T cell receptor signaling pathway
4.95604889645354e-14	0.0201716317093692	1	1	9.21825094740358e-12	M	Lysosome
1.90836255643789e-13	0.00532490220074866	1	1	3.54955435497447e-11	M	Glycosphingolipid biosynthesis - ganglio series
4.31388173600188e-13	0.00478732186863007	1	1	8.0238200289635e-11	M	Dilated cardiomyopathy
1.25561681642217e-12	0.00480130014476887	1	1	2.33544727854524e-10	M	TGF-beta signaling pathway
2.48229501382246e-12	0.00526969199753147	1	1	4.61706872570978e-10	M	Prostate cancer
3.39052509090649e-12	0.00674788191429032	1	1	6.30637666908607e-10	M	Glioma
1.71954429318386e-11	0.00517793591509608	1	1	3.19835238532198e-09	M	Long-term depression
6.63067270081083e-11	0.00441155152585337	1	1	1.23330512235081e-08	M	Regulation of actin cytoskeleton
1.53856124806082e-10	0.00214238196365102	1	1	2.86172392139313e-08	M	Glycosphingolipid biosynthesis - lacto and neolacto series
3.56395928039851e-10	0.00336107529981722	1	1	6.62896426154123e-08	M	Phosphatidylinositol signaling system
1.32174065547666e-09	0.00761101365505223	1	1	2.45843761918659e-07	M	Glycosaminoglycan degradation
4.71342655608878e-09	0.00705977905353272	1	1	8.76697339432514e-07	M	SNARE interactions in vesicular transport
4.8088698714585e-09	0.00279250167704959	1	1	8.9444979609128e-07	M	O-Glycan biosynthesis
3.56701718317211e-08	0.00154315186066323	1	1	6.63465196070012e-06	M	Basal cell carcinoma
3.64706996171719e-08	0.00456156335662383	1	1	6.78355012879397e-06	M	p53 signaling pathway
3.82344834817048e-08	0.00474718635943328	1	1	7.11161392759709e-06	M	Galactose metabolism
3.92868526412275e-08	0.00419688002749408	1	1	7.30735459126832e-06	M	Colorectal cancer
6.2242031202018e-08	0.00824435340449248	1	1	1.15770178035753e-05	M	Vibrio cholerae infection
7.59539865536187e-08	0.00248692702516617	1	1	1.41274414989731e-05	M	ErbB signaling pathway
1.54032164223548e-07	0.00601709922983185	1	1	2.864998254558e-05	M	Long-term potentiation
1.69071406467417e-07	0.00206879567372575	1	1	3.14472816029397e-05	M	Focal adhesion
2.16464718667476e-06	0.00276992749012051	1	1	0.000402624376721505	M	Hypertrophic cardiomyopathy (HCM)
3.12047361110141e-06	0.00397971733431768	1	1	0.000580408091664861	M	Dorso-ventral axis formation
8.92372766134134e-06	0.00310373961764987	1	1	0.00165981334500949	M	Endometrial cancer
8.99635154863623e-06	0.00359536944519756	1	1	0.00167332138804634	M	Chronic myeloid leukemia
1.80369390510559e-05	0.00328039684737735	1	1	0.0033548706634964	M	mTOR signaling pathway
1.86858232515706e-05	0.00215559491218609	1	1	0.00347556312479213	M	Vascular smooth muscle contraction
3.17352539832441e-05	0.003847766472171	1	1	0.0059027572408834	M	Endocytosis
4.96946919000861e-05	0.00276611587261577	1	1	0.00924321269341601	M	Aldosterone-regulated sodium reabsorption
6.41242338818666e-05	0.0016604161879612	1	1	0.0119271075020272	M	Glycosaminoglycan biosynthesis - heparan sulfate
7.06758294015312e-05	0.0028795732696949	1	1	0.0131457042686848	M	Non-small cell lung cancer
0.000101138924615669	0.00207472057658364	1	1	0.0188118399785144	M	Glycosaminoglycan biosynthesis - keratan sulfate
0.000143727012931589	0.00245393228497326	1	1	0.0267332244052756	M	Melanoma
0.000179395623045002	0.00116019119059074	1	1	0.0333675858863704	M	Axon guidance
0.00018083543059674	0.0019501064499059	1	1	0.0336353900909936	M	Inositol phosphate metabolism
0.000506915561332432	0.00185902907853897	1	1	0.0942862944078323	M	Adipocytokine signaling pathway
0.00069215235913262	0.000333932223807176	1	1	0.128740338798667	M	Oxidative phosphorylation
0.00088784869208655	0.00356885232440329	1	1	0.165139856728098	M	Sphingolipid metabolism
0.00162675884956252	0.00277507989047332	1	1	0.302577146018628	M	Pancreatic cancer
0.00163449698903758	0.00133710307652501	1	1	0.304016439960991	M	Hedgehog signaling pathway
0.00259884624865255	0.00535760808408314	1	1	0.483385402249374	M	Vasopressin-regulated water reabsorption
0	0.104532505701392	1	1	0	D	Phenylalanine metabolism
0	0.103281260965824	1	1	0	D	Complement and coagulation cascades
0	0.0991485477494878	1	1	0	D	Limonene and pinene degradation
0	0.096943925431348	1	1	0	D	Glycine, serine and threonine metabolism
0	0.0923494613073081	1	1	0	D	Primary bile acid biosynthesis
0	0.0780454976189033	1	1	0	D	Fatty acid metabolism
0	0.0710759930015992	1	1	0	D	Butanoate metabolism
0	0.0691873628855082	1	1	0	D	Drug metabolism - cytochrome P450
0	0.068537032350205	1	1	0	D	Metabolism of xenobiotics by cytochrome P450
0	0.0681907236707167	1	1	0	D	beta-Alanine metabolism
0	0.0667745182807526	1	1	0	D	Tyrosine metabolism
0	0.0634441050355248	1	1	0	D	Peroxisome
0	0.0625095434864698	1	1	0	D	Biosynthesis of unsaturated fatty acids
0	0.059951551535582	1	1	0	D	Arginine and proline metabolism
0	0.0594150753455285	1	1	0	D	Glutathione metabolism
0	0.0593488649086402	1	1	0	D	Valine, leucine and isoleucine degradation
0	0.0531104051430829	1	1	0	D	PPAR signaling pathway
0	0.0518188433962672	1	1	0	D	Steroid hormone biosynthesis
0	0.0511150904920656	1	1	0	D	Drug metabolism - other enzymes
0	0.049894203239526	1	1	0	D	Tryptophan metabolism
0	0.0471750177047676	1	1	0	D	Arachidonic acid metabolism
0	0.0454926395725272	1	1	0	D	Retinol metabolism
0	0.0435602532961088	1	1	0	D	Linoleic acid metabolism
0	0.0350700113321447	1	1	0	D	Maturity onset diabetes of the young
6.97293407854392e-288	0.0383297768689694	1	1	1.29696573860917e-285	D	Pentose and glucuronate interconversions
5.94124528708045e-279	0.0437260937800328	1	1	1.10507162339696e-276	D	Alanine, aspartate and glutamate metabolism
7.75104532269777e-278	0.0363418925222214	1	1	1.44169443002178e-275	D	Cardiac muscle contraction
9.91098715289222e-277	0.0533022722449286	1	1	1.84344361043795e-274	D	Histidine metabolism
3.78680828595815e-274	0.0318182633351527	1	1	7.04346341188215e-272	D	Porphyrin and chlorophyll metabolism
6.68452869414834e-274	0.0398928525020887	1	1	1.24332233711159e-271	D	Ascorbate and aldarate metabolism
1.74913579032972e-254	0.0563628109431566	1	1	3.25339257001329e-252	D	Propanoate metabolism
1.69571238744493e-251	0.0710910517567465	1	1	3.15402504064757e-249	D	Taurine and hypotaurine metabolism
1.19217763557762e-250	0.0546360858694364	1	1	2.21745040217437e-248	D	Pyruvate metabolism
3.48903312025288e-241	0.0645124993290176	1	1	6.48960160367035e-239	D	Citrate cycle (TCA cycle)
9.092048550389e-241	0.0664076708789145	1	1	1.69112103037235e-238	D	Glyoxylate and dicarboxylate metabolism
2.07499479681848e-229	0.0738973582013875	1	1	3.85949032208237e-227	D	One carbon pool by folate
7.56719816832094e-219	0.0507212275737936	1	1	1.4074988593077e-216	D	Cysteine and methionine metabolism
8.03886468813149e-208	0.0458423415441329	1	1	1.49522883199246e-205	D	Folate biosynthesis
4.0380077497162e-205	0.0375352612008664	1	1	7.51069441447214e-203	D	Fructose and mannose metabolism
1.63002380046923e-198	0.0290087676710467	1	1	3.03184426887276e-196	D	Lysine degradation
8.35411681052853e-193	0.0385621234162734	1	1	1.55386572675831e-190	D	Glycolysis / Gluconeogenesis
1.08099627755263e-192	0.0232528341778127	1	1	2.01065307624788e-190	D	Glycerolipid metabolism
1.62119719561621e-189	0.0606444353402802	1	1	3.01542678384615e-187	D	Huntington's disease
1.20795825628115e-183	0.0301738399298055	1	1	2.24680235668293e-181	D	Renin-angiotensin system
3.63012898597389e-180	0.0415601601591902	1	1	6.75203991391143e-178	D	Terpenoid backbone biosynthesis
1.23497152973209e-176	0.0704079049023796	1	1	2.29704704530169e-174	D	Parkinson's disease
5.97254126938593e-176	0.0330143542884507	1	1	1.11089267610578e-173	D	Proximal tubule bicarbonate reclamation
6.82093667969158e-169	0.0280453640927123	1	1	1.26869422242263e-166	D	Pyrimidine metabolism
7.29259885174963e-168	0.0520768675139243	1	1	1.35642338642543e-165	D	Alzheimer's disease
1.32286705949333e-151	0.0459786199211907	1	1	2.4605327306576e-149	D	Steroid biosynthesis
2.38070491292963e-151	0.0546453488667424	1	1	4.42811113804912e-149	D	Protein export
5.66234633883847e-147	0.059661698398386	1	1	1.05319641902396e-144	D	Oxidative phosphorylation
3.16109130351889e-144	0.0272989254923368	1	1	5.87962982454513e-142	D	Selenoamino acid metabolism
4.45159458335482e-144	0.0323580872425855	1	1	8.27996592503996e-142	D	Pantothenate and CoA biosynthesis
6.47727602016387e-143	0.0264473227639672	1	1	1.20477333975048e-140	D	Amino sugar and nucleotide sugar metabolism
1.73315641120546e-107	0.0216350249226969	1	1	3.22367092484216e-105	D	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
1.10390940336575e-103	0.0128128545096298	1	1	2.0532714902603e-101	D	Starch and sucrose metabolism
5.64657488522744e-100	0.0147696321555044	1	1	1.0502629286523e-97	D	Glycerophospholipid metabolism
7.79160644134803e-100	0.0199962642514464	1	1	1.44923879809073e-97	D	Nicotinate and nicotinamide metabolism
1.14148999777994e-98	0.0164216377474407	1	1	2.12317139587068e-96	D	alpha-Linolenic acid metabolism
1.18520465643725e-92	0.0336429998042787	1	1	2.20448066097328e-90	D	Pentose phosphate pathway
4.82251462053832e-92	0.0179856597764096	1	1	8.96987719420127e-90	D	N-Glycan biosynthesis
3.69046114290479e-90	0.0336919471707353	1	1	6.86425772580292e-88	D	RNA polymerase
1.96355686037617e-86	0.0112678714605354	1	1	3.65221576029967e-84	D	Purine metabolism
2.32079570524976e-86	0.0100130187154708	1	1	4.31668001176455e-84	D	ECM-receptor interaction
2.24485017191217e-69	0.045646851600972	1	1	4.17542131975664e-67	D	Proteasome
1.41154983664817e-67	0.0127536502911543	1	1	2.62548269616559e-65	D	Lysosome
1.4944946068049e-60	0.0135747138922995	1	1	2.77975996865712e-58	D	Tight junction
1.55350173718818e-50	0.0104316409085765	1	1	2.88951323117002e-48	D	Nitrogen metabolism
