p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
3.07930830661157e-41	0.00409848840461718	1	1	1.59508170282479e-38	B	KDM1B-TARGET-GENES
3.71334036215611e-41	0.00583325326633827	1	1	1.92351030759686e-38	B	ZNF510-TARGET-GENES
7.86948121594264e-41	0.0025894568584694	1	1	4.07639126985829e-38	B	SOX3-TARGET-GENES
1.96349624613608e-40	0.00365337088397211	1	1	1.01709105549849e-37	B	EMX1-TARGET-GENES
2.11444382592632e-40	0.00228523326568236	1	1	1.09528190182984e-37	B	PRDM4-TARGET-GENES
2.64796822668727e-40	0.0121696258968852	1	1	1.37164754142401e-37	B	STN1-TARGET-GENES
2.89192434326148e-40	0.00301787696161643	1	1	1.49801680980945e-37	B	CDC5L-TARGET-GENES
1.596846657115e-39	0.0023286136632738	1	1	8.27166568385567e-37	B	ZNF2-TARGET-GENES
5.06412239938384e-39	0.00403167510143443	1	1	2.62321540288083e-36	B	CIITA-TARGET-GENES
7.33921045784846e-39	0.00253212897534022	1	1	3.8017110171655e-36	B	AHRR-TARGET-GENES
8.50635713701756e-39	0.0026532395526338	1	1	4.4062929969751e-36	B	PAX7-TARGET-GENES
1.25156371234276e-38	0.00314736698437446	1	1	6.48310002993551e-36	B	ZNF708-TARGET-GENES
2.01775193447921e-38	0.00301133280345817	1	1	1.04519550206023e-35	B	TERF1-TARGET-GENES
2.25897297336898e-38	0.00254362989915918	1	1	1.17014800020513e-35	B	ZNF140-TARGET-GENES
2.40391131213517e-38	0.00190043724928757	1	1	1.24522605968602e-35	B	CHAMP1-TARGET-GENES
1.07717725983247e-37	0.00377404231199985	1	1	5.57977820593218e-35	B	ZNF582-TARGET-GENES
1.14513943985622e-37	0.00672872512161199	1	1	5.9318222984552e-35	B	ZMYND11-TARGET-GENES
1.19027789976085e-37	0.00292443419233668	1	1	6.16563952076122e-35	B	SNAI1-TARGET-GENES
3.56327669344879e-37	0.00275536870537252	1	1	1.84577732720647e-34	B	MEF2C-TARGET-GENES
7.19446656878519e-37	0.00488407482501374	1	1	3.72673368263073e-34	B	UBE2I-TARGET-GENES
7.49301367743271e-37	0.00275441698809692	1	1	3.88138108491015e-34	B	ZNF175-TARGET-GENES
1.49720461090372e-36	0.00100931969271906	1	1	7.75551988448128e-34	B	IGLV5-37-TARGET-GENES
2.15015917162458e-36	0.00230319627895748	1	1	1.11378245090153e-33	B	TAZ-TARGET-GENES
2.38850315181653e-36	0.00365828177785277	1	1	1.23724463264096e-33	B	TASOR-TARGET-GENES
5.79153534341942e-36	0.00122052683969459	1	1	3.00001530789126e-33	B	ZNF618-TARGET-GENES
1.059322480153e-35	0.00235461231404721	1	1	5.48729044719253e-33	B	ZNF528-TARGET-GENES
2.12408873574148e-35	0.00574977216120715	1	1	1.10027796511409e-32	B	DICER1-TARGET-GENES
2.17756633815604e-35	0.00232907837088026	1	1	1.12797936316483e-32	B	ZNF843-TARGET-GENES
3.541875321025e-35	0.00362037851330599	1	1	1.83469141629095e-32	B	JDP2-TARGET-GENES
3.594038751362e-35	0.00160194414818066	1	1	1.86171207320552e-32	B	SIX1-TARGET-GENES
3.67039562504738e-35	0.00234859070344795	1	1	1.90126493377454e-32	B	BPTF-TARGET-GENES
5.65330929774817e-35	0.00272248289190391	1	1	2.92841421623355e-32	B	ZNF579-TARGET-GENES
1.34821032293692e-34	0.00241338593237805	1	1	6.98372947281325e-32	B	ZNF184-TARGET-GENES
2.3478266485659e-34	0.00412216930566145	1	1	1.21617420395714e-31	B	ZNF555-TARGET-GENES
4.58806743846607e-34	0.00314314008081951	1	1	2.37661893312542e-31	B	PRDM12-TARGET-GENES
4.69451672822614e-34	0.00471974894990337	1	1	2.43175966522114e-31	B	VRTN-TARGET-GENES
5.13029618925186e-34	0.00320283233187757	1	1	2.65749342603246e-31	B	NPM1-TARGET-GENES
5.76128679352002e-34	0.00298244959839761	1	1	2.98434655904337e-31	B	H1-6-TARGET-GENES
7.24783973819389e-34	0.00255302950397873	1	1	3.75438098438443e-31	B	OVOL3-TARGET-GENES
9.52111084348117e-34	0.00444284728139016	1	1	4.93193541692324e-31	B	SMARCA1-TARGET-GENES
1.76986960425361e-32	0.00245690876267579	1	1	9.16792455003371e-30	B	ZNF282-TARGET-GENES
1.77341971314606e-32	0.00205621364088809	1	1	9.18631411409661e-30	B	ZNF134-TARGET-GENES
2.01515802652128e-32	0.00256674314153404	1	1	1.04385185773802e-29	B	ZNF213-TARGET-GENES
2.71401004301444e-32	0.0022842584231289	1	1	1.40585720228148e-29	B	SUPT16H-TARGET-GENES
2.88584019773442e-32	0.00248584389889839	1	1	1.49486522242643e-29	B	ZBTB12-TARGET-GENES
4.54072972442819e-32	0.00305445441048435	1	1	2.3520979972538e-29	B	ZZZ3-TARGET-GENES
4.58614970454696e-32	0.00740866973614041	1	1	2.37562554695533e-29	B	NKX2-8-TARGET-GENES
1.93049267026881e-31	0.00421739924572604	0.75	0.637	9.99995203199242e-29	B	RARB-TARGET-GENES
3.50781415928172e-31	0.00156017137314968	1	1	1.81704773450793e-28	B	HMGB1-TARGET-GENES
4.82152741321838e-31	0.00254652899191271	1	1	2.49755120004712e-28	B	SALL4-TARGET-GENES
4.91617890306814e-31	0.00339655217545765	1	1	2.5465806717893e-28	B	ZNF236-TARGET-GENES
6.08726397206244e-31	0.0027642638153782	1	1	3.15320273752835e-28	B	ZNF592-TARGET-GENES
1.34052042345293e-30	0.00233129040946012	1	1	6.94389579348615e-28	B	HMBOX1-TARGET-GENES
1.86384706418858e-30	0.00281130611329589	1	1	9.65472779249684e-28	B	ZNF781-TARGET-GENES
1.90991319697476e-30	0.00248272577096076	1	1	9.89335036032928e-28	B	AUTS2-TARGET-GENES
3.85180911877505e-30	0.00442786043240334	1	1	1.99523712352547e-27	B	CENPT-TARGET-GENES
4.56505691606422e-30	0.00286337877398374	1	1	2.36469948252127e-27	B	ZNF202-TARGET-GENES
1.45453821656291e-29	0.00464047012288132	1	1	7.53450796179587e-27	B	TFCP2-TARGET-GENES
1.84779609927013e-29	0.0045150524224214	1	1	9.57158379421929e-27	B	PCGF6-TARGET-GENES
2.6971466670272e-29	0.00188962002372262	1	1	1.39712197352009e-26	B	UBN1-TARGET-GENES
3.48575587843868e-29	0.00198148036112816	1	1	1.80562154503123e-26	B	GLI1-TARGET-GENES
1.11574254933972e-28	0.00876118570519613	1	1	5.77954640557973e-26	B	ZNF837-TARGET-GENES
1.79166197572704e-28	0.00284416174933655	1	1	9.28080903426606e-26	B	TFEB-TARGET-GENES
2.57945306092514e-28	0.00210115118452103	1	1	1.33615668555922e-25	B	ZSCAN21-TARGET-GENES
3.01451290473397e-28	0.00271654511131669	1	1	1.5615176846522e-25	B	PHB2-TARGET-GENES
3.11499089196166e-28	0.00227915365841658	1	1	1.61356528203614e-25	B	ZNF8-TARGET-GENES
3.42997491165546e-28	0.00467108661266014	1	1	1.77672700423753e-25	B	RBL1-TARGET-GENES
3.90217275293062e-28	0.00317878224396867	1	1	2.02132548601806e-25	B	NR1D1-TARGET-GENES
7.51668306983254e-28	0.00332786920099543	1	1	3.89364183017326e-25	B	GTF2E2-TARGET-GENES
8.92302589234693e-28	0.00647385848430826	1	1	4.62212741223571e-25	B	DPPA3-TARGET-GENES
1.21808858191014e-27	0.00144007500387389	1	1	6.30969885429454e-25	B	ZNF563-TARGET-GENES
1.27360982483542e-27	0.00233308052471748	1	1	6.5972988926475e-25	B	INSM2-TARGET-GENES
1.65662325377419e-27	0.00469637246192911	1	1	8.58130845455031e-25	B	ZNF502-TARGET-GENES
2.03780823860591e-27	0.00166298621268918	1	1	1.05558466759786e-24	B	CC2D1A-TARGET-GENES
2.99724864830021e-27	0.00189611694257336	1	1	1.55257479981951e-24	B	HES2-TARGET-GENES
3.70834201951467e-27	0.00328731706151975	1	1	1.9209211661086e-24	B	SNAPC4-TARGET-GENES
4.11575022387579e-27	0.00133783209363386	1	1	2.13195861596766e-24	B	RYBP-TARGET-GENES
4.22833362874521e-27	0.00256638625743971	1	1	2.19027681969002e-24	B	ZNF33A-TARGET-GENES
4.46979585137319e-27	0.00346449715242825	1	1	2.31535425101131e-24	B	KAT5-TARGET-GENES
4.59086272720632e-27	0.00191160359430131	1	1	2.37806689269287e-24	B	CBX7-TARGET-GENES
7.04833985804714e-27	0.00359140462674068	1	1	3.65104004646842e-24	B	TERT-TARGET-GENES
7.37553379780576e-27	0.00162501598017262	1	1	3.82052650726338e-24	B	FOXN3-TARGET-GENES
1.44484138965505e-26	0.00142390322914276	1	1	7.48427839841314e-24	B	ZNF549-TARGET-GENES
1.65626967782326e-26	0.00348995643876632	1	1	8.57947693112449e-24	B	ARHGAP35-TARGET-GENES
2.022719466004e-26	0.00230036409080381	1	1	1.04776868339007e-23	B	ID1-TARGET-GENES
2.32001874566611e-26	0.00174887105710791	1	1	1.20176971025505e-23	B	MAFG-TARGET-GENES
2.54381489988478e-26	0.00247566571574076	1	1	1.31769611814032e-23	B	ZNF589-TARGET-GENES
3.19732298211011e-26	0.00961525619143033	1	1	1.65621330473304e-23	B	EGFR-TARGET-GENES
4.64706832172793e-26	0.00195458521673808	1	1	2.40718139065507e-23	B	GREB1-TARGET-GENES
5.79178251796845e-26	0.00295349488008156	1	1	3.00014334430765e-23	B	PHF2-TARGET-GENES
1.1176289093233e-25	0.00430797434057839	1	1	5.7893177502947e-23	B	ZNF169-TARGET-GENES
1.51019551346741e-25	0.00195249135980902	1	1	7.82281275976119e-23	B	ZSCAN29-TARGET-GENES
1.73310932940664e-25	0.00179200256291284	1	1	8.97750632632639e-23	B	ZNF362-TARGET-GENES
5.24730925805801e-25	0.00317077044977299	1	1	2.71810619567405e-22	B	HSF2-TARGET-GENES
6.88349372411076e-25	0.00353294465347481	1	1	3.56564974908938e-22	B	ZNF426-TARGET-GENES
7.93615307959068e-25	0.00138056428836519	1	1	4.11092729522797e-22	B	ZNF449-TARGET-GENES
1.0190228815058e-24	0.0034348241712418	1	1	5.27853852620003e-22	B	SETBP1-TARGET-GENES
3.47089083461764e-24	0.00268711249213704	1	1	1.79792145233193e-21	B	RBM34-TARGET-GENES
5.99823978199172e-24	0.00256474703208825	1	1	3.10708820707171e-21	B	CIC-TARGET-GENES
2.06789999308336e-23	0.00189372065367199	1	1	1.07117219641718e-20	B	SRCAP-TARGET-GENES
2.27644010108691e-23	0.00184691313949803	1	1	1.17919597236302e-20	B	MSX1-TARGET-GENES
2.83105452388449e-23	0.00199269950571235	1	1	1.46648624337217e-20	B	ZBTB7B-TARGET-GENES
3.15995390319003e-23	0.00180377085215427	1	1	1.63685612185243e-20	B	ZNF512B-TARGET-GENES
5.41379314584873e-23	0.00299969573452624	1	1	2.80434484954964e-20	B	ZNF507-TARGET-GENES
6.19791527407343e-23	0.0022162479737553	1	1	3.21052011197004e-20	B	FEV-TARGET-GENES
6.35230045685317e-23	0.0021780031833174	1	1	3.29049163664994e-20	B	MEF2D-TARGET-GENES
7.6760027995624e-23	0.00240015785960579	1	1	3.97616945017332e-20	B	AEBP2-TARGET-GENES
8.26807121277604e-23	0.00176330911620232	1	1	4.28286088821799e-20	B	ZNF224-TARGET-GENES
9.1476055981391e-23	0.00205366116784045	1	1	4.73845969983605e-20	B	PHF21A-TARGET-GENES
9.20459633482952e-23	0.0019011824342971	1	1	4.76798090144169e-20	B	ZNF816-TARGET-GENES
1.48677898151809e-22	0.0015027505859691	1	1	7.70151512426371e-20	B	ZNF680-TARGET-GENES
2.41577142065629e-22	0.00175506807859727	1	1	1.25136959589996e-19	B	ZNF524-TARGET-GENES
4.02687461720943e-22	0.00211777529772078	1	1	2.08592105171448e-19	B	BCL6B-TARGET-GENES
5.07049177909278e-22	0.0183010425954958	1	1	2.62651474157006e-19	B	RBM17-TARGET-GENES
8.46482640162509e-22	0.00195934412960064	1	1	4.3847800760418e-19	B	CBFA2T2-TARGET-GENES
9.9289855761361e-22	0.00257676988503142	1	1	5.1432145284385e-19	B	HDGF-TARGET-GENES
1.05035654985569e-21	0.00210468576581696	1	1	5.44084692825246e-19	B	IRF5-TARGET-GENES
3.57985059201582e-21	0.00199749623590895	1	1	1.8543626066642e-18	B	ZNF85-TARGET-GENES
3.88637018934237e-21	0.00206261416140696	1	1	2.01313975807935e-18	B	NR0B1-TARGET-GENES
5.41910072563054e-21	0.00182210709868907	1	1	2.80709417587662e-18	B	BDP1-TARGET-GENES
9.26982012035632e-21	0.00201924028024797	1	1	4.80176682234457e-18	B	ZNF350-TARGET-GENES
1.50799775713701e-20	0.00207098638280351	1	1	7.81142838196973e-18	B	BRCA2-TARGET-GENES
2.39311055266139e-20	0.00219293293338585	1	1	1.2396312662786e-17	B	SUMO1-TARGET-GENES
2.50727557271874e-20	0.00187945676983142	1	1	1.29876874666831e-17	B	ZBTB18-TARGET-GENES
2.68897237262303e-20	0.00170814350279441	1	1	1.39288768901873e-17	B	ZNF7-TARGET-GENES
2.80096009074011e-20	0.00181851812011607	1	1	1.45089732700338e-17	B	ZNF610-TARGET-GENES
2.94967669035784e-20	0.00215066998210278	1	1	1.52793252560536e-17	B	BANP-TARGET-GENES
3.38526778952694e-20	0.00326575735427626	1	1	1.75356871497496e-17	B	RUVBL1-TARGET-GENES
4.49551716890409e-20	0.00117668354884459	1	1	2.32867789349232e-17	B	MIER1-TARGET-GENES
7.18646132656551e-20	0.00217022262615757	1	1	3.72258696716094e-17	B	FOXG1-TARGET-GENES
1.19821546774286e-19	0.00219260494139911	1	1	6.20675612290802e-17	B	EWSR1-TARGET-GENES
2.28755189356918e-19	0.00197955627350632	1	1	1.18495188086883e-16	B	HOXA1-TARGET-GENES
2.47451803256459e-19	0.00193539471628051	1	1	1.28180034086846e-16	B	PTPRA-TARGET-GENES
5.73482334599587e-19	0.00211299596525327	1	1	2.97063849322586e-16	B	ATF6-TARGET-GENES
5.97466825831735e-19	0.00250195739136205	1	1	3.09487815780839e-16	B	DBP-TARGET-GENES
7.5772610414429e-19	0.0036174081967317	1	1	3.92502121946742e-16	B	ZNF354A-TARGET-GENES
7.58068447879857e-19	0.0011267628135489	1	1	3.92679456001766e-16	B	PCGF2-TARGET-GENES
9.16181018438362e-19	0.0020073047914404	1	1	4.74581767551071e-16	B	CUX1-TARGET-GENES
9.1755790836734e-19	0.00268139776638679	1	1	4.75294996534282e-16	B	ZNF697-TARGET-GENES
9.53128990201887e-19	0.00227980004158251	1	1	4.93720816924578e-16	B	KLF7-TARGET-GENES
1.10811060219319e-18	0.00218128411433771	1	1	5.74001291936075e-16	B	GLI3-TARGET-GENES
1.16158639246709e-18	0.00206572874144234	1	1	6.01701751297952e-16	B	HOXC6-TARGET-GENES
1.22199019509704e-18	0.0031724770234588	1	1	6.32990921060267e-16	B	ZNF622-TARGET-GENES
1.22418645276023e-18	0.0019938109144807	1	1	6.34128582529799e-16	B	ZBTB44-TARGET-GENES
1.44139903773227e-18	0.00180688065437418	1	1	7.46644701545316e-16	B	NCOA6-TARGET-GENES
1.61241826614631e-18	0.00439326929225303	1	1	8.35232661863786e-16	B	EPC1-TARGET-GENES
1.61642870427281e-18	0.0131451818383122	1	1	8.37310068813315e-16	B	SOX15-TARGET-GENES
2.18619806527627e-18	0.00200453313244442	1	1	1.13245059781311e-15	B	HMGB2-TARGET-GENES
2.37998202964124e-18	0.00181045614597958	1	1	1.23283069135416e-15	B	ZNF146-TARGET-GENES
2.62809552445883e-18	0.00275328211526332	1	1	1.36135348166967e-15	B	ZNF433-TARGET-GENES
2.81205056076853e-18	0.00206450069989816	1	1	1.4566421904781e-15	B	FOXD2-TARGET-GENES
3.3433838677079e-18	0.0017296211876805	1	1	1.73187284347269e-15	B	ZNF547-TARGET-GENES
4.73611915406832e-18	0.00124041248799528	1	1	2.45330972180739e-15	B	LMTK3-TARGET-GENES
4.94683856626457e-18	0.00201339444293014	1	1	2.56246237732505e-15	B	SRPK1-TARGET-GENES
5.52579082478336e-18	0.00160197352776187	1	1	2.86235964723778e-15	B	KDM5D-TARGET-GENES
5.70993480947888e-18	0.0016090386708138	1	1	2.95774623131006e-15	B	ID2-TARGET-GENES
6.47860882403556e-18	0.00244718527009824	1	1	3.35591937085042e-15	B	NCOA4-TARGET-GENES
9.02134311219704e-18	0.00350843347354224	1	1	4.67305573211807e-15	B	ZA-UNIPROT-Q9UM89-UNREVIEWED-TARGET-GENES
1.60682998320468e-17	0.00196716062201197	1	1	8.32337931300026e-15	B	ZNF584-TARGET-GENES
2.18797297435628e-17	0.00265320359360166	1	1	1.13337000071655e-14	B	ATXN7L3-TARGET-GENES
3.38628426715026e-17	0.000684077015424778	1	1	1.75409525038384e-14	B	F10-TARGET-GENES
3.91623738813523e-17	0.00151660460104797	1	1	2.02861096705405e-14	B	SFMBT1-TARGET-GENES
9.60991347955615e-17	0.00167017635085964	1	1	4.97793518241008e-14	B	ZNF711-TARGET-GENES
9.97885026956015e-17	0.00185024195752043	1	1	5.16904443963216e-14	B	ZNF561-TARGET-GENES
1.69711494535308e-16	0.00188574806763664	1	1	8.79105541692895e-14	B	MORC2-TARGET-GENES
2.53318578246835e-16	0.00308793247128797	1	1	1.31219023531861e-13	B	ADNP-TARGET-GENES
2.88962655663462e-16	0.00139779568546838	1	1	1.49682655633673e-13	B	CBX5-TARGET-GENES
3.31990096572629e-16	0.00183120303410012	1	1	1.71970870024622e-13	B	TBX3-TARGET-GENES
3.37380170594626e-16	0.0017204640116163	1	1	1.74762928368016e-13	B	NUP153-TARGET-GENES
4.11805110261057e-16	0.00277392739885518	1	1	2.13315047115228e-13	B	GUCY1B1-TARGET-GENES
5.82324604785234e-16	0.00375470627787278	1	1	3.01644145278751e-13	B	SOX11-TARGET-GENES
1.10877758217614e-15	0.00148290582841393	1	1	5.74346787567243e-13	B	E2F2-TARGET-GENES
1.6813593318667e-15	0.00112922784060199	1	1	8.70944133906952e-13	B	PCGF1-TARGET-GENES
2.54644157299661e-15	0.00199039997581657	1	1	1.31905673481225e-12	B	KAT2A-TARGET-GENES
2.67390296858452e-15	0.00150458958966421	1	1	1.38508173772678e-12	B	ZNF322-TARGET-GENES
3.47384899989095e-15	0.0020179856396223	1	1	1.79945378194351e-12	B	TEAD2-TARGET-GENES
3.70433204889269e-15	0.0026643899238476	1	1	1.91884400132641e-12	B	ZNF418-TARGET-GENES
4.80881429546855e-15	0.00144556021685011	1	1	2.49096580505271e-12	B	ZNF577-TARGET-GENES
6.43120039831077e-15	0.00497800022361577	1	1	3.33136180632498e-12	B	SIGMAR1-TARGET-GENES
6.77473457305683e-15	0.00189125208159524	1	1	3.50931250884344e-12	B	IRX2-TARGET-GENES
7.42186969086672e-15	0.00171670360265952	1	1	3.84452849986896e-12	B	CREB3L4-TARGET-GENES
7.57251172413179e-15	0.00417911848684399	1	1	3.92256107310027e-12	B	ZNF239-TARGET-GENES
9.02478609739974e-15	0.00215930440499279	1	1	4.67483919845307e-12	B	NFRKB-TARGET-GENES
9.36803653584609e-15	0.00282815285939342	1	1	4.85264292556827e-12	B	IRX3-TARGET-GENES
1.21217932601834e-14	0.000950525610231179	1	1	6.27908890877498e-12	B	ISL1-TARGET-GENES
