p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
WFDC1	4.1378119441812e-52	0.587369577574171	0.998	0.775	1.24134358325436e-48	0	WFDC1
YBX3	4.28165804357549e-52	0.936253110963336	0.968	0.931	1.28449741307265e-48	0	YBX3
JAG1	7.42199768844654e-52	0.849367949306541	0.998	0.99	2.22659930653396e-48	0	JAG1
C1QTNF1	2.46921268079166e-51	0.740568013700531	1	0.952	7.40763804237498e-48	0	C1QTNF1
SYNM	2.99553944122903e-51	0.752224518053721	0.99	0.982	8.98661832368708e-48	0	SYNM
HSPA1B	2.83487010788822e-49	1.06649582310259	0.988	0.946	8.50461032366466e-46	0	HSPA1B
MT1M	4.51170957080896e-49	0.665781911505978	0.998	0.793	1.35351287124269e-45	0	MT1M
HSP90AA1	2.32954915790275e-47	0.976353010457815	1	0.981	6.98864747370825e-44	0	HSP90AA1
CRISPLD2	2.83366606810918e-47	1.04960912086244	1	0.992	8.50099820432755e-44	0	CRISPLD2
SLC38A11	6.5804558243094e-47	0.449370718697289	0.988	0.745	1.97413674729282e-43	0	SLC38A11
TLE1	8.67295155395897e-46	0.514109190494392	0.99	0.971	2.60188546618769e-42	0	TLE1
AOC3	3.3058977219472e-45	0.485282186906788	0.995	0.984	9.9176931658416e-42	0	AOC3
IL6	1.2623516095082e-43	0.769842970760714	0.968	0.882	3.7870548285246e-40	0	IL6
SERPINI1	2.53843477157469e-43	0.508971888404336	0.988	0.903	7.61530431472408e-40	0	SERPINI1
RHOB	7.03514071901648e-43	1.24161392760324	0.995	0.979	2.11054221570495e-39	0	RHOB
ID4	4.67788069782657e-42	0.706934148135209	0.99	0.933	1.40336420934797e-38	0	ID4
JUN	6.32332792978525e-42	0.96809073962444	0.97	0.944	1.89699837893558e-38	0	JUN
PLN	1.15396897276613e-41	0.725209227084644	0.931	0.885	3.4619069182984e-38	0	PLN
APOLD1	5.52108899803389e-41	0.412360316498888	0.993	0.828	1.65632669941017e-37	0	APOLD1
MCAM	9.57705044143633e-41	0.734330499571126	0.96	0.865	2.8731151324309e-37	0	MCAM
BTG2	1.65822584450743e-40	1.17985775793483	0.998	0.989	4.9746775335223e-37	0	BTG2
RASL11A	2.30013753770221e-40	0.308154109121291	0.995	0.99	6.90041261310662e-37	0	RASL11A
LMNA	2.80347594699105e-40	0.803045789043598	0.98	0.959	8.41042784097315e-37	0	LMNA
ETS2	3.54206492441414e-40	0.457540208037283	0.993	0.949	1.06261947732424e-36	0	ETS2
SMOC2	3.94041010188354e-40	0.849501511147357	0.869	0.659	1.18212303056506e-36	0	SMOC2
GADD45B	5.5097627446859e-40	0.79732040085709	0.973	0.943	1.65292882340577e-36	0	GADD45B
MRVI1	3.66325443343625e-39	0.379324139771309	0.998	0.853	1.09897633003088e-35	0	MRVI1
HEYL	4.91174850406928e-39	0.569147461817554	1	0.992	1.47352455122078e-35	0	HEYL
FOSB	9.20015784782701e-39	0.731393886576333	0.985	0.974	2.7600473543481e-35	0	FOSB
EPAS1	2.0677719301264e-38	0.787158639420085	0.998	0.984	6.20331579037921e-35	0	EPAS1
FMO3	3.73369133048991e-38	0.296630411941712	0.595	0.319	1.12010739914697e-34	0	FMO3
ITIH3	2.69076055484179e-37	0.319398595848683	0.906	0.794	8.07228166452537e-34	0	ITIH3
CSRNP1	8.86449553989414e-37	0.600687966036448	0.995	0.978	2.65934866196824e-33	0	CSRNP1
LGI4	1.5403900970785e-36	0.445254303022162	0.995	0.93	4.6211702912355e-33	0	LGI4
EGR1	7.14857816111261e-36	0.924522826129199	0.96	0.966	2.14457344833378e-32	0	EGR1
CD9	2.50540836983561e-35	0.694859727370749	0.96	0.749	7.51622510950682e-32	0	CD9
FOXF1	4.19266201647026e-35	0.314211474952782	0.998	0.991	1.25779860494108e-31	0	FOXF1
RCAN2	5.70672387977094e-35	0.536304019456587	1	0.992	1.71201716393128e-31	0	RCAN2
PDLIM3	1.25694648584956e-34	0.887213780251479	1	0.992	3.77083945754869e-31	0	PDLIM3
C11orf96	1.50892389701196e-34	0.726160850268608	1	0.948	4.52677169103588e-31	0	C11orf96
LGMN	2.12762326837096e-34	0.279047430544651	0.995	0.986	6.38286980511288e-31	0	LGMN
SPARCL1	2.33273839689907e-33	0.559576594898292	0.978	0.892	6.99821519069722e-30	0	SPARCL1
TSC22D1	5.9303682395767e-33	0.714960850610777	0.988	0.968	1.77911047187301e-29	0	TSC22D1
PHLDA1	6.35477404050925e-33	0.909554472895101	1	0.985	1.90643221215278e-29	0	PHLDA1
OLFML2A	9.65977713008785e-33	0.538654207321967	0.988	0.983	2.89793313902636e-29	0	OLFML2A
FOS	1.01687408161073e-32	0.711706813039372	0.97	0.856	3.05062224483218e-29	0	FOS
ATF3	1.28969378481034e-32	0.98202083888541	0.998	0.993	3.86908135443103e-29	0	ATF3
SGCA	2.49646135611379e-32	0.472677421672024	0.995	0.964	7.48938406834136e-29	0	SGCA
HSPB6	4.09379561272086e-32	0.617200648796969	1	0.953	1.22813868381626e-28	0	HSPB6
ENPEP	4.1264768269465e-32	0.592130071528114	0.965	0.755	1.23794304808395e-28	0	ENPEP
EFHD1	1.38815399191565e-31	0.489877122559649	0.995	0.77	4.16446197574694e-28	0	EFHD1
SOD3	1.4136055466382e-31	0.488479923009181	0.941	0.729	4.2408166399146e-28	0	SOD3
HIST1H1C	1.55284502262608e-31	0.343188399882035	0.985	0.963	4.65853506787824e-28	0	HIST1H1C
COL18A1	2.20679238788905e-31	0.636557549925453	0.973	0.871	6.62037716366716e-28	0	COL18A1
ATP1B3	2.50227649904455e-31	0.686577697637443	0.995	0.958	7.50682949713365e-28	0	ATP1B3
ANGPT2	2.89280705574969e-31	0.926110672751355	0.852	0.77	8.67842116724907e-28	0	ANGPT2
IGFBP5	3.90734586565006e-31	0.741900195363273	0.867	0.765	1.17220375969502e-27	0	IGFBP5
CREM	3.9779810665259e-31	0.718007072299491	0.995	0.983	1.19339431995777e-27	0	CREM
SYNGR2	1.97827268586532e-30	0.347340224908353	1	0.927	5.93481805759597e-27	0	SYNGR2
PGAP1	4.17879599110277e-30	0.25268524396076	0.931	0.707	1.25363879733083e-26	0	PGAP1
ZFP36L1	6.35833327545334e-30	0.80714045661859	1	0.992	1.907499982636e-26	0	ZFP36L1
PDGFA	3.17327171248468e-29	0.402283377213126	0.993	0.851	9.51981513745405e-26	0	PDGFA
GJA4	4.32333775183727e-29	0.657502004258114	0.968	0.969	1.29700132555118e-25	0	GJA4
PTGIR	1.32558716007963e-28	0.438512326054166	0.985	0.772	3.97676148023888e-25	0	PTGIR
CX3CL1	8.83598252103696e-28	0.338634139020227	0.963	0.903	2.65079475631109e-24	0	CX3CL1
KLF2	1.71868166473283e-27	0.84759077351707	0.983	0.966	5.1560449941985e-24	0	KLF2
FILIP1	4.03382830604942e-27	0.465101127939885	0.936	0.764	1.21014849181483e-23	0	FILIP1
MSRB3	4.19829516363387e-27	0.511250033063852	0.99	0.906	1.25948854909016e-23	0	MSRB3
NR4A3	5.05680739434895e-27	0.515384792954726	0.998	0.984	1.51704221830468e-23	0	NR4A3
SEMA5B	7.96327526792942e-27	0.295829093675931	0.978	0.975	2.38898258037883e-23	0	SEMA5B
FOXC1	1.94995643923391e-26	0.435249479988435	0.896	0.771	5.84986931770173e-23	0	FOXC1
DNAJB4	2.95751365853322e-26	0.773773953101615	0.988	0.99	8.87254097559966e-23	0	DNAJB4
LTBP1	4.29535780664801e-26	0.543059867791693	0.995	0.889	1.2886073419944e-22	0	LTBP1
S100A6	4.96574111881156e-26	0.430869232124483	0.943	0.727	1.48972233564347e-22	0	S100A6
ITGA3	1.33695706213568e-25	0.309131786681623	0.985	0.774	4.01087118640704e-22	0	ITGA3
NFASC	1.99611378865444e-25	0.398573700744646	0.993	0.89	5.98834136596331e-22	0	NFASC
HSPD1	5.05339722402707e-25	0.731797181851011	0.973	0.945	1.51601916720812e-21	0	HSPD1
RNF152	1.15162217554635e-24	0.376405034636125	0.938	0.749	3.45486652663905e-21	0	RNF152
ZFP36	1.5832766036198e-24	0.860534245896601	1	0.996	4.7498298108594e-21	0	ZFP36
SERTAD1	2.34813154696284e-24	0.528286875628745	0.998	0.992	7.04439464088852e-21	0	SERTAD1
TPM2	4.50627917751262e-24	0.379687943008877	0.985	0.915	1.35188375325379e-20	0	TPM2
PON2	4.64988663085047e-24	0.256493204729431	0.995	0.901	1.39496598925514e-20	0	PON2
ADIRF	8.71456108857343e-24	0.690092267647724	0.827	0.606	2.61436832657203e-20	0	ADIRF
HSPE1	2.04119347517808e-23	0.71828409088203	0.978	0.958	6.12358042553425e-20	0	HSPE1
CSPG4	2.23920581710559e-23	0.441705827165947	0.825	0.758	6.71761745131677e-20	0	CSPG4
PPP1R15A	3.16039252165654e-23	0.562951000312385	0.998	0.992	9.48117756496963e-20	0	PPP1R15A
THBS1	3.19430543478013e-23	0.729106955235067	1	0.971	9.5829163043404e-20	0	THBS1
PLEKHO1	2.04171098595676e-22	0.28042700730116	0.993	0.954	6.12513295787029e-19	0	PLEKHO1
NTN4	5.3862097621854e-22	0.356339817175541	0.891	0.761	1.61586292865562e-18	0	NTN4
MAP3K7CL	1.38576792055387e-21	0.605481801988423	0.825	0.609	4.15730376166161e-18	0	MAP3K7CL
SSTR2	1.43994082214974e-21	0.681604492154328	0.869	0.815	4.31982246644922e-18	0	SSTR2
MRGPRF	1.54983338923717e-21	0.434539979733763	0.773	0.828	4.64950016771152e-18	0	MRGPRF
ITGA7	2.94199802425449e-21	0.397698717700977	0.975	0.961	8.82599407276347e-18	0	ITGA7
MT2A	5.28543191297427e-21	0.877787749207376	0.978	0.92	1.58562957389228e-17	0	MT2A
MYC	9.45805900091018e-20	0.529821901595128	0.993	0.99	2.83741770027305e-16	0	MYC
NEAT1	1.47352387729846e-19	0.48537068067297	0.99	0.93	4.42057163189537e-16	0	NEAT1
ZFAND5	1.86310802906832e-19	0.385849470268195	0.998	0.995	5.58932408720495e-16	0	ZFAND5
TUBA1C	3.38970136545186e-19	0.451425709138751	0.998	0.949	1.01691040963556e-15	0	TUBA1C
SOCS3	3.72720187589022e-19	0.678070301232705	0.98	0.975	1.11816056276707e-15	0	SOCS3
JUNB	1.13089585345742e-18	0.420500344474205	0.948	0.93	3.39268756037225e-15	0	JUNB
NDUFA4	1.37347646279902e-18	0.385028621338364	0.941	0.789	4.12042938839705e-15	0	NDUFA4
ZFHX3	1.20892577353323e-17	0.538227723339412	0.825	0.818	3.62677732059968e-14	0	ZFHX3
HSPH1	1.74218877361562e-17	0.464048930228097	1	0.989	5.22656632084686e-14	0	HSPH1
ANGPT1	5.79379515652445e-17	0.250092286469455	0.995	0.964	1.73813854695733e-13	0	ANGPT1
CDKN1A	5.90580426339683e-17	0.753258264244898	1	0.994	1.77174127901905e-13	0	CDKN1A
CNN1	2.11705337832169e-16	0.749876804130273	0.889	0.943	6.35116013496507e-13	0	CNN1
CEBPD	2.16247427229519e-16	0.373814398315654	1	0.991	6.48742281688557e-13	0	CEBPD
TINAGL1	3.15803676130573e-16	0.305454817646232	0.914	0.717	9.47411028391718e-13	0	TINAGL1
KLF6	3.81161146576367e-16	0.630242295877879	0.998	0.992	1.1434834397291e-12	0	KLF6
STOM	3.96562127793757e-16	0.345969141636008	0.998	0.994	1.18968638338127e-12	0	STOM
A2M	4.0360261234546e-16	0.424977645411095	1	0.982	1.21080783703638e-12	0	A2M
ANKRD37	3.21724624085498e-15	0.607142750357202	0.988	0.981	9.65173872256494e-12	0	ANKRD37
SERPINH1	3.66821915900352e-15	0.838569444457697	0.928	0.93	1.10046574770106e-11	0	SERPINH1
NET1	9.04099674669686e-15	0.557864936421811	0.879	0.926	2.71229902400906e-11	0	NET1
COL14A1	1.64667526226702e-14	0.383314668591953	0.965	0.911	4.94002578680106e-11	0	COL14A1
LDHA	3.85377065030491e-14	0.426532608190312	1	0.981	1.15613119509147e-10	0	LDHA
FRY	1.25947347329647e-13	0.252707331587819	0.96	0.937	3.77842041988942e-10	0	FRY
FLNA	2.87399703886065e-13	0.46961190317316	0.948	0.951	8.62199111658194e-10	0	FLNA
HES4	3.0404034309187e-13	0.489099855101861	0.978	0.9	9.12121029275611e-10	0	HES4
GPX3	7.71985965160034e-13	0.26708175599692	0.926	0.774	2.3159578954801e-09	0	GPX3
LBH	7.85109212081484e-13	0.370871344169714	0.916	0.917	2.35532763624445e-09	0	LBH
NOTCH3	8.32597526825427e-13	0.347292748908219	0.877	0.805	2.49779258047628e-09	0	NOTCH3
LRRC8A	9.07756447926815e-13	0.27638020586795	0.998	0.933	2.72326934378044e-09	0	LRRC8A
HSPA6	1.01846683215664e-12	1.44872478374082	0.551	0.357	3.05540049646992e-09	0	HSPA6
KCNMB1	1.32987737064133e-12	0.268620588784791	0.988	0.868	3.989632111924e-09	0	KCNMB1
RERGL	1.523972611641e-12	0.727458491869873	0.647	0.546	4.57191783492301e-09	0	RERGL
PHLDA2	1.72391927962927e-12	0.762759806159113	0.719	0.743	5.17175783888782e-09	0	PHLDA2
CRIP2	4.7576066232322e-12	0.260015157323751	0.921	0.939	1.42728198696966e-08	0	CRIP2
KLHL23	5.34837651138934e-12	0.523977498710561	0.63	0.445	1.6045129534168e-08	0	KLHL23
FKBP4	5.73013354022548e-12	0.377547339193386	0.988	0.958	1.71904006206765e-08	0	FKBP4
PLA2G5	6.43355254011526e-12	0.434857393698462	0.785	0.706	1.93006576203458e-08	0	PLA2G5
MIDN	8.43239021112819e-12	0.321313052803542	0.985	0.941	2.52971706333846e-08	0	MIDN
ARID5B	8.8751225168387e-12	0.348776552909337	0.998	0.99	2.66253675505161e-08	0	ARID5B
TBX2	1.0277613418425e-11	0.397967242565251	0.81	0.757	3.08328402552749e-08	0	TBX2
XBP1	1.64481064908411e-11	0.31780124865058	0.998	0.992	4.93443194725233e-08	0	XBP1
ZNF503	1.85812953601469e-11	0.514896324873154	0.983	0.952	5.57438860804406e-08	0	ZNF503
MYLK	2.30745940846223e-11	0.359431898420333	0.857	0.804	6.92237822538668e-08	0	MYLK
MT1E	3.22152721711604e-11	0.680963671514701	0.756	0.624	9.66458165134811e-08	0	MT1E
ENTPD1	1.23916496422609e-10	0.403016489783315	0.99	0.981	3.71749489267827e-07	0	ENTPD1
CSRP1	1.90538953481879e-10	0.379608314571018	0.998	0.986	5.71616860445636e-07	0	CSRP1
AGT	2.97253061018007e-10	0.431563723873164	0.802	0.723	8.91759183054021e-07	0	AGT
APLP2	3.88181131181239e-10	0.34016383582639	0.998	0.99	1.16454339354372e-06	0	APLP2
ACTN1	1.19166821806338e-09	0.297471147332429	0.998	0.978	3.57500465419014e-06	0	ACTN1
GPAT2	1.51798647253377e-09	0.879309508787073	0.585	0.382	4.55395941760131e-06	0	GPAT2
CEBPB	8.31777560955453e-09	0.314143939899949	0.99	0.974	2.49533268286636e-05	0	CEBPB
IGFBP4	1.90174086161582e-08	0.331494916223094	0.983	0.899	5.70522258484747e-05	0	IGFBP4
PCDH17	5.46048677557751e-08	0.582501190374874	0.689	0.59	0.000163814603267325	0	PCDH17
CAV2	1.67488081467439e-07	0.280825290392748	0.901	0.924	0.000502464244402318	0	CAV2
SAT1	2.18694489294901e-07	0.527183651779656	0.988	0.978	0.000656083467884702	0	SAT1
TNFRSF12A	3.97017213554698e-07	0.438108464578847	0.837	0.867	0.00119105164066409	0	TNFRSF12A
IER2	4.08666613773813e-07	0.257475793860203	0.886	0.889	0.00122599984132144	0	IER2
TUBB4B	7.60601704836159e-07	0.274898361119812	0.998	0.994	0.00228180511450848	0	TUBB4B
SNCG	5.64413288684273e-06	0.654046980958122	0.598	0.523	0.0169323986605282	0	SNCG
S100A4	8.34322020284497e-06	0.552160070757038	0.627	0.669	0.0250296606085349	0	S100A4
MYADM	1.08974384126182e-05	0.330996866933279	0.998	0.996	0.0326923152378546	0	MYADM
MT1X	3.88597636511502e-05	0.69107073512108	0.76	0.755	0.116579290953451	0	MT1X
TTYH1	5.99376526659863e-05	0.372804869499314	0.346	0.424	0.179812957997959	0	TTYH1
EDNRB	0.000144239130934339	0.29189437831855	0.849	0.837	0.432717392803016	0	EDNRB
EGFL6	0.000374719142515944	0.360114529780983	0.696	0.746	1	0	EGFL6
IER3	0.000601439574691509	0.486564598215915	0.889	0.903	1	0	IER3
AKAP12	0.00112001852657727	0.263576001359395	0.998	0.984	1	0	AKAP12
SEMA4A	0.00261571066288648	0.263183753374654	0.978	0.944	1	0	SEMA4A
CACYBP	0.0051679950978043	0.321669141853195	0.988	0.99	1	0	CACYBP
GPR20	0.00842692097387478	0.301338880287798	0.425	0.35	1	0	GPR20
NDUFA4L2	2.79221944345729e-73	1.33794556298678	0.958	0.747	8.37665833037187e-70	1	NDUFA4L2
THY1	6.61757442876469e-57	1.31042060455628	0.893	0.638	1.98527232862941e-53	1	THY1
LGALS1	1.26288682705389e-52	0.756808150210941	0.994	0.976	3.78866048116166e-49	1	LGALS1
SPARC	1.19710642257897e-40	0.790563257294303	0.972	0.917	3.59131926773692e-37	1	SPARC
TMSB10	3.9023761436568e-40	0.764433616177675	0.975	0.967	1.17071284309704e-36	1	TMSB10
RGS5	4.81751680828669e-40	0.917271777173281	0.977	0.765	1.44525504248601e-36	1	RGS5
ARHGDIB	6.48285325812897e-38	1.09778354713624	0.814	0.612	1.94485597743869e-34	1	ARHGDIB
APOA2	1.36865296778327e-35	1.67931498419924	0.647	0.347	4.10595890334982e-32	1	APOA2
GSTA2	2.38182263551659e-34	1.03112166189696	0.266	0.033	7.14546790654977e-31	1	GSTA2
IMPA2	1.06422795595813e-31	0.381022802472233	0.944	0.914	3.1926838678744e-28	1	IMPA2
COL4A2	6.23242263976215e-31	0.8354586476631	0.932	0.847	1.86972679192865e-27	1	COL4A2
COL4A1	9.46737647526495e-31	1.07230960983812	0.839	0.695	2.84021294257949e-27	1	COL4A1
COBLL1	3.93800458743792e-30	0.44760107838049	0.986	0.991	1.18140137623138e-26	1	COBLL1
CD36	3.31029260810203e-29	1.14785047619122	0.695	0.412	9.93087782430609e-26	1	CD36
COX4I2	6.81092100884246e-28	1.06596375992005	0.895	0.81	2.04327630265274e-24	1	COX4I2
HIGD1B	1.60914284453825e-27	1.11785472131896	0.814	0.567	4.82742853361475e-24	1	HIGD1B
FOXS1	8.64193934422405e-27	0.549137013033216	0.975	0.688	2.59258180326721e-23	1	FOXS1
FAM162B	1.16600191074902e-26	0.892690793783148	0.977	0.984	3.49800573224707e-23	1	FAM162B
ADAP2	2.77202953079194e-26	0.409188923081303	0.992	0.979	8.31608859237581e-23	1	ADAP2
C20orf27	6.08684267652693e-25	0.865847001549201	0.989	0.87	1.82605280295808e-21	1	C20orf27
TTR	1.29290627220135e-23	1.31485683773373	0.46	0.227	3.87871881660404e-20	1	TTR
APOC1	2.37954181750613e-23	1.16439888505396	0.551	0.342	7.13862545251839e-20	1	APOC1
ALB	5.28653965425459e-23	0.936988334135081	0.641	0.379	1.58596189627638e-19	1	ALB
TESC	6.54292299751619e-23	0.91617134577028	0.915	0.922	1.96287689925486e-19	1	TESC
CALD1	1.52842256761487e-21	0.521172058472428	0.992	0.967	4.58526770284461e-18	1	CALD1
HP	1.84407435568653e-21	0.899320054131488	0.418	0.216	5.5322230670596e-18	1	HP
CPE	2.29425312258702e-21	1.15844537102284	0.836	0.726	6.88275936776106e-18	1	CPE
FABP4	2.48440973514966e-21	1.39358300501136	0.709	0.599	7.45322920544899e-18	1	FABP4
RBP4	4.4143915627697e-21	0.876511202527242	0.525	0.305	1.32431746883091e-17	1	RBP4
TPM4	9.90918982218214e-21	0.815273009035394	0.992	0.993	2.97275694665464e-17	1	TPM4
CD4	1.0282135535982e-19	0.286795282228689	0.901	0.787	3.08464066079459e-16	1	CD4
EGFLAM	2.2138194326063e-19	0.613316442777415	0.977	0.976	6.6414582978189e-16	1	EGFLAM
CDH6	4.28270653496894e-19	1.33489653020218	0.791	0.603	1.28481196049068e-15	1	CDH6
ITGA1	7.70335522096702e-19	0.926001736555926	0.983	0.819	2.31100656629011e-15	1	ITGA1
ETS1	1.01452981654696e-18	0.722129273466221	0.969	0.982	3.04358944964089e-15	1	ETS1
GJC1	2.36551706737217e-18	0.67601789953538	0.989	0.972	7.09655120211652e-15	1	GJC1
APOA1	3.24080563414315e-18	0.961362914404018	0.511	0.228	9.72241690242944e-15	1	APOA1
KCNJ8	5.07287505448936e-18	0.486872844165276	0.983	0.965	1.52186251634681e-14	1	KCNJ8
CD63	1.43497038093399e-17	0.420475988207065	0.935	0.953	4.30491114280198e-14	1	CD63
CHST2	3.04111737754293e-17	0.32106623174613	0.966	0.942	9.12335213262878e-14	1	CHST2
CYGB	3.61465703900911e-17	1.28613223598184	0.989	0.984	1.08439711170273e-13	1	CYGB
CCR10	6.66133119264985e-17	0.376192006920563	0.969	0.915	1.99839935779495e-13	1	CCR10
PPP1R14A	6.71192415380536e-17	0.882739648034438	0.842	0.804	2.01357724614161e-13	1	PPP1R14A
GAPDH	1.49897775465412e-16	0.490186158459001	0.975	0.97	4.49693326396236e-13	1	GAPDH
STEAP4	1.59534190896178e-16	0.639766179095772	0.966	0.878	4.78602572688533e-13	1	STEAP4
GBP1	5.69979755038207e-16	0.38725631852517	0.927	0.959	1.70993926511462e-12	1	GBP1
AMBP	8.35330714482977e-16	0.817050465643067	0.458	0.198	2.50599214344893e-12	1	AMBP
COL5A3	1.85120846898383e-15	0.452297082663819	0.938	0.949	5.5536254069515e-12	1	COL5A3
MGST1	8.89880963211862e-15	0.666807729772042	0.661	0.485	2.66964288963559e-11	1	MGST1
APCS	9.47884439981973e-15	0.67277403811436	0.28	0.073	2.84365331994592e-11	1	APCS
CD40	1.14155297549058e-14	0.272330623471688	0.989	0.982	3.42465892647175e-11	1	CD40
CPM	1.36826862666674e-14	0.886232710768303	0.975	0.961	4.10480588000021e-11	1	CPM
ESAM	1.9939856218844e-14	0.578561157144203	0.932	0.89	5.98195686565321e-11	1	ESAM
CA2	2.9361904537657e-14	0.272560452883113	0.898	0.956	8.80857136129711e-11	1	CA2
LAMA4	1.25513391920954e-13	0.534287187340516	0.989	0.993	3.76540175762863e-10	1	LAMA4
SERPINC1	1.37617629799404e-13	0.736354600374013	0.319	0.113	4.12852889398211e-10	1	SERPINC1
NES	1.5825401722405e-13	0.410238253918859	0.969	0.887	4.74762051672149e-10	1	NES
CHCHD10	2.71622702185334e-13	0.782226014367127	0.977	0.91	8.14868106556003e-10	1	CHCHD10
APOH	3.32258870401819e-13	1.03434409861665	0.41	0.184	9.96776611205457e-10	1	APOH
PLXDC1	4.83049158783004e-13	0.787451392095692	0.972	0.944	1.44914747634901e-09	1	PLXDC1
SASH1	6.94565898554122e-13	0.331629445570467	0.881	0.735	2.08369769566237e-09	1	SASH1
SNAI2	8.41348464826702e-13	0.339493490876518	0.96	0.865	2.52404539448011e-09	1	SNAI2
GSTA1	1.07475404894848e-12	0.839338354935799	0.322	0.173	3.22426214684543e-09	1	GSTA1
MEF2C	1.08551100094222e-12	0.734287645850544	0.777	0.713	3.25653300282665e-09	1	MEF2C
PDGFRB	1.37304918771641e-12	0.842589445220953	0.955	0.933	4.11914756314922e-09	1	PDGFRB
FGB	1.70816980998029e-12	0.440247297816654	0.294	0.149	5.12450942994088e-09	1	FGB
CCDC102B	3.98349872193194e-12	0.61803553188031	0.924	0.773	1.19504961657958e-08	1	CCDC102B
TPM1	1.08977466905885e-11	0.44356027046818	0.907	0.906	3.26932400717654e-08	1	TPM1
FABP5	1.89460671579433e-11	0.780935446584892	0.757	0.733	5.68382014738299e-08	1	FABP5
S100A11	2.27094516809857e-11	0.46267063521766	0.867	0.851	6.8128355042957e-08	1	S100A11
COL9A1	3.33321186726218e-11	0.318528533457795	0.794	0.701	9.99963560178653e-08	1	COL9A1
BCAR1	4.15937501723821e-11	0.486599544844459	0.946	0.813	1.24781250517146e-07	1	BCAR1
SLC9A3R1	7.17441566273015e-11	0.255703533155554	0.983	0.942	2.15232469881905e-07	1	SLC9A3R1
COTL1	7.61640175363711e-11	0.344359485120969	0.983	0.9	2.28492052609113e-07	1	COTL1
