p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
FGL2	2.50597803619102e-136	0.721424271317248	0.843	0.862	7.51793410857305e-133	CAF	FGL2
PROS1	3.65270427038486e-136	0.777237845589015	0.919	0.778	1.09581128111546e-132	CAF	PROS1
TGM2	3.67602123735067e-136	0.784544781224757	0.959	0.98	1.1028063712052e-132	CAF	TGM2
NRP2	2.52928007025289e-135	0.396718362598895	0.971	0.907	7.58784021075866e-132	CAF	NRP2
GLIPR1	5.24794510263202e-135	0.42203050622402	0.975	0.914	1.57438353078961e-131	CAF	GLIPR1
TMEM100	1.23960935559841e-133	1.14273535442512	0.923	0.721	3.71882806679524e-130	CAF	TMEM100
SFRP4	8.25823667707253e-133	1.47184484179754	0.805	0.846	2.47747100312176e-129	CAF	SFRP4
CD74	6.31671727722464e-131	2.44007415944985	0.914	0.576	1.89501518316739e-127	CAF	CD74
KDELR3	2.103992064832e-129	0.725869600730767	0.813	0.329	6.311976194496e-126	CAF	KDELR3
SAMD11	3.83051335109654e-129	0.459717502811746	0.697	0.227	1.14915400532896e-125	CAF	SAMD11
RARRES2	1.88303691454585e-128	1.72463978490146	0.93	0.969	5.64911074363756e-125	CAF	RARRES2
SCARB2	4.19144922651831e-128	0.890368805385823	0.993	0.982	1.25743476795549e-124	CAF	SCARB2
FLNB	2.38881142295975e-127	0.34006434858176	0.928	0.971	7.16643426887924e-124	CAF	FLNB
C7	5.58094264919316e-126	2.1877446809542	0.762	0.315	1.67428279475795e-122	CAF	C7
APOL1	1.11699756896465e-125	0.590862814148303	0.706	0.231	3.35099270689396e-122	CAF	APOL1
RBMS3	3.25257243664019e-124	1.02606693068366	0.989	0.986	9.75771730992057e-121	CAF	RBMS3
LAPTM5	3.53424081019188e-123	0.399688560690033	0.314	0.123	1.06027224305756e-119	CAF	LAPTM5
HTRA1	5.85525678780981e-122	0.977862147719903	0.995	0.987	1.75657703634294e-118	CAF	HTRA1
MMP14	1.18551845190498e-121	0.748499756060619	0.991	0.975	3.55655535571495e-118	CAF	MMP14
NBL1	1.31653271007219e-121	0.997076522505074	0.988	0.986	3.94959813021658e-118	CAF	NBL1
MAFB	2.27813224300798e-121	0.422730109843347	0.948	0.861	6.83439672902395e-118	CAF	MAFB
TIMP2	3.35874179453603e-120	1.36186360363952	0.985	0.931	1.00762253836081e-116	CAF	TIMP2
STEAP2	4.04587997792908e-120	0.53158550362686	0.82	0.709	1.21376399337872e-116	CAF	STEAP2
LAMP5	5.6762663026412e-117	0.29196695835121	0.801	0.368	1.70287989079236e-113	CAF	LAMP5
CERCAM	7.48581092139486e-117	0.823038432913579	0.983	0.976	2.24574327641846e-113	CAF	CERCAM
LDLRAD4	2.43977767650122e-115	0.343964781387382	0.953	0.904	7.31933302950366e-112	CAF	LDLRAD4
PODN	2.12628018030691e-114	1.03458318995601	0.861	0.885	6.37884054092072e-111	CAF	PODN
TMEM176A	7.48737745378931e-114	1.21412501593581	0.92	0.886	2.24621323613679e-110	CAF	TMEM176A
SLC16A3	2.74608256944419e-113	0.291942970446373	0.676	0.311	8.23824770833257e-110	CAF	SLC16A3
SDF2L1	1.49731811987798e-112	0.391230464651805	0.818	0.386	4.49195435963394e-109	CAF	SDF2L1
HTR2B	6.80099900987506e-112	0.344726630377835	0.221	0.283	2.04029970296252e-108	CAF	HTR2B
CDKN2B	6.68894213309958e-111	0.384260064065165	0.844	0.548	2.00668263992987e-107	CAF	CDKN2B
MYO10	2.99865864913474e-109	0.282631167102969	0.968	0.847	8.99597594740421e-106	CAF	MYO10
EBPL	3.43705892826993e-107	0.433152590515746	0.989	0.984	1.03111767848098e-103	CAF	EBPL
SPHK1	8.23818124984297e-107	0.383030153512438	0.964	0.969	2.47145437495289e-103	CAF	SPHK1
PLTP	1.16904154767907e-106	0.953346902536755	0.985	0.956	3.50712464303721e-103	CAF	PLTP
TWIST2	4.9359179635637e-106	0.278880646721326	0.758	0.662	1.48077538906911e-102	CAF	TWIST2
CES1	6.95823965974558e-106	0.39314883467176	0.83	0.616	2.08747189792367e-102	CAF	CES1
RGS2	7.97601387400589e-106	0.324439236303188	0.964	0.786	2.39280416220177e-102	CAF	RGS2
QSOX1	7.01242688548004e-104	1.24958681261371	0.926	0.804	2.10372806564401e-100	CAF	QSOX1
C1R	7.92944927154067e-103	1.56918255885616	0.778	0.496	2.3788347814622e-99	CAF	C1R
FKBP10	2.88330994912629e-102	0.731379115068365	0.996	0.995	8.64992984737888e-99	CAF	FKBP10
DDR2	6.92252360507648e-102	0.532603616278092	0.989	0.893	2.07675708152294e-98	CAF	DDR2
S100A13	1.47735790865539e-101	1.74066951139863	0.92	0.962	4.43207372596617e-98	CAF	S100A13
PLOD2	2.55925758331825e-101	0.732219415771027	0.99	0.981	7.67777274995474e-98	CAF	PLOD2
CDH11	3.91533309572351e-100	0.864254457034263	0.987	0.983	1.17459992871705e-96	CAF	CDH11
HAS2	1.92878397856012e-99	0.375257465983899	0.905	0.88	5.78635193568035e-96	CAF	HAS2
CXCL1	6.30579620985467e-99	0.737400739383729	0.83	0.856	1.8917388629564e-95	CAF	CXCL1
PHLDA3	2.44741615595672e-98	0.600537636950363	0.976	0.973	7.34224846787015e-95	CAF	PHLDA3
ROBO1	7.02435889117044e-98	0.457532783415035	0.981	0.971	2.10730766735113e-94	CAF	ROBO1
VGLL3	2.05189600204061e-96	0.297183716052838	0.829	0.964	6.15568800612184e-93	CAF	VGLL3
EVA1A	4.31380300894243e-96	0.277139163447853	0.739	0.565	1.29414090268273e-92	CAF	EVA1A
ADM	1.10656781682008e-95	0.282025884884173	0.809	0.616	3.31970345046023e-92	CAF	ADM
TNFRSF11B	5.63548857266156e-95	0.395691223283632	0.239	0.604	1.69064657179847e-91	CAF	TNFRSF11B
HLA-DQB1	4.69661482020448e-94	0.774636186439732	0.689	0.307	1.40898444606134e-90	CAF	HLA-DQB1
HEG1	1.88010293204977e-93	0.350422729136484	0.947	0.921	5.6403087961493e-90	CAF	HEG1
COL12A1	2.0185290459909e-92	0.312008855644627	0.987	0.975	6.05558713797271e-89	CAF	COL12A1
EMILIN1	2.06115817495099e-92	1.21225982691722	0.968	0.897	6.18347452485296e-89	CAF	EMILIN1
EPHA3	5.07081089736588e-92	0.791848167129533	0.981	0.814	1.52124326920976e-88	CAF	EPHA3
SLC25A37	1.0486232986045e-91	0.363018917500794	0.986	0.98	3.1458698958135e-88	CAF	SLC25A37
MFAP4	6.7664496650353e-91	1.87386901754767	0.981	0.985	2.02993489951059e-87	CAF	MFAP4
SERTAD4-AS1	1.16644886905174e-90	0.277507267875676	0.865	0.806	3.49934660715521e-87	CAF	SERTAD4-AS1
EMP1	1.3640427922039e-89	0.604596922285656	0.988	0.792	4.09212837661171e-86	CAF	EMP1
CRELD2	1.08238236597815e-88	0.43170879401204	0.983	0.959	3.24714709793446e-85	CAF	CRELD2
MFSD1	2.33189240438967e-88	0.610872773127238	0.985	0.979	6.99567721316901e-85	CAF	MFSD1
COL1A1	3.28608471635645e-88	1.17261463390918	0.886	0.734	9.85825414906935e-85	CAF	COL1A1
ABCA1	6.84941255002832e-86	0.644310391519759	0.989	0.982	2.0548237650085e-82	CAF	ABCA1
SPINT2	1.15265777284815e-85	0.311830530859364	0.317	0.677	3.45797331854446e-82	CAF	SPINT2
SERPINB9	3.74448962436775e-85	0.414986449798091	0.69	0.392	1.12334688731033e-81	CAF	SERPINB9
HLA-DMA	6.96689700250857e-83	0.670069958132723	0.447	0.276	2.09006910075257e-79	CAF	HLA-DMA
FBLN5	1.02297759447013e-82	1.66776957986175	0.888	0.974	3.0689327834104e-79	CAF	FBLN5
ECM1	1.15103686083249e-82	0.56711062568721	0.983	0.915	3.45311058249747e-79	CAF	ECM1
COL6A3	5.38974096626571e-82	1.50496755603313	0.851	0.809	1.61692228987971e-78	CAF	COL6A3
ERRFI1	1.27290290966303e-81	0.340369021030638	0.922	0.916	3.8187087289891e-78	CAF	ERRFI1
COL3A1	2.97721876810412e-81	1.07604784627311	0.927	0.853	8.93165630431235e-78	CAF	COL3A1
SERPINE1	3.61597071427422e-81	0.416010361714834	0.971	0.894	1.08479121428227e-77	CAF	SERPINE1
WNT5A	1.91907942228974e-80	0.411497639868095	0.87	0.864	5.75723826686921e-77	CAF	WNT5A
CLEC2B	2.01223359617378e-79	0.666975082627426	0.887	0.698	6.03670078852133e-76	CAF	CLEC2B
SPON2	1.53288548529162e-77	1.16780745161266	0.868	0.786	4.59865645587487e-74	CAF	SPON2
CCL19	1.92541864490794e-77	2.44209701315039	0.341	0.588	5.77625593472382e-74	CAF	CCL19
C2	5.20707768746377e-77	0.398807430642198	0.806	0.575	1.56212330623913e-73	CAF	C2
CD68	2.41979605440987e-75	0.595647469951971	0.747	0.532	7.25938816322961e-72	CAF	CD68
FNDC1	6.23506704266826e-75	0.67649992505563	0.831	0.891	1.87052011280048e-71	CAF	FNDC1
HSD11B1	9.7228774813338e-75	0.862182468690494	0.765	0.772	2.91686324440014e-71	CAF	HSD11B1
AEBP1	2.47766108505656e-74	1.3752165339393	0.945	0.993	7.43298325516968e-71	CAF	AEBP1
LMO7	2.90450448838162e-74	0.587851940358911	0.89	0.892	8.71351346514486e-71	CAF	LMO7
PMP22	7.21372175129657e-74	0.982187174101104	0.943	0.892	2.16411652538897e-70	CAF	PMP22
RASGEF1B	9.31276705578523e-74	0.527449394053873	0.807	0.984	2.79383011673557e-70	CAF	RASGEF1B
RARRES1	2.20788907529049e-73	1.84748742884462	0.742	0.629	6.62366722587146e-70	CAF	RARRES1
CLEC14A	5.60278729132487e-73	0.315172730524414	0.67	0.344	1.68083618739746e-69	CAF	CLEC14A
LIFR	1.69104339932577e-72	0.739819513823542	0.899	0.967	5.07313019797732e-69	CAF	LIFR
LY6E	1.64857740633646e-71	1.0679380765528	0.805	0.567	4.94573221900939e-68	CAF	LY6E
PCBD1	5.57952787925359e-71	0.289234771640716	0.992	0.981	1.67385836377608e-67	CAF	PCBD1
THBS2	1.2521695371431e-70	1.38997904158955	0.785	0.865	3.7565086114293e-67	CAF	THBS2
RAI14	3.5695769405182e-70	0.325910755007712	0.875	0.598	1.07087308215546e-66	CAF	RAI14
WNT4	9.20347868679242e-70	0.372562868375274	0.27	0.159	2.76104360603773e-66	CAF	WNT4
SOD2	3.28922075053886e-68	0.936456364059555	0.969	0.972	9.86766225161658e-65	CAF	SOD2
IL32	5.08618406305942e-68	0.948403478097113	0.919	0.745	1.52585521891782e-64	CAF	IL32
S100A16	3.19870408626153e-67	0.62443786203909	0.761	0.614	9.5961122587846e-64	CAF	S100A16
RBP5	1.08866159063387e-66	0.309203861736181	0.614	0.402	3.26598477190162e-63	CAF	RBP5
ELN	1.27951622057944e-66	0.588082506794305	0.986	0.981	3.83854866173832e-63	CAF	ELN
CLDN11	3.09012346284285e-66	1.45918134566376	0.294	0.406	9.27037038852854e-63	CAF	CLDN11
COL16A1	3.84121353228706e-66	0.708582908257002	0.827	0.776	1.15236405968612e-62	CAF	COL16A1
LSP1	1.51236266810654e-65	0.552093717140748	0.767	0.37	4.53708800431962e-62	CAF	LSP1
APOE	2.85134581678227e-65	1.12556671043147	0.66	0.411	8.55403745034682e-62	CAF	APOE
LAYN	4.68306082847733e-65	0.270710199642546	0.905	0.888	1.4049182485432e-61	CAF	LAYN
CCL4	8.81630906797186e-65	0.346588353198018	0.437	0.206	2.64489272039156e-61	CAF	CCL4
SRPRB	1.9375813996885e-64	0.442352707198817	0.846	0.715	5.81274419906549e-61	CAF	SRPRB
TSLP	4.74495166121357e-64	0.296551024611349	0.728	0.44	1.42348549836407e-60	CAF	TSLP
